Symbol,Weight,Expected Annual Return,Expected Annual Volatility
700.HK,0.12283238800880826,-17.785565030822546,25.12130643762122
9988.HK,15.925954879734586,15.48234800960202,32.476528663255635
1211.HK,11.731566272605347,3.7680503348818783,29.166897534838238
0941.HK,30.037716643736996,17.356213460493606,8.584983512775274
0175.HK,42.181929815914266,107.12372169564088,28.147647436527777
