time,open,high,low,close,volume,turnover,MA5,MA10,MA20,RSI,EMA12,EMA26,MACD,Signal,Histogram,Upper_Band,Lower_Band,Trade_Signal,Position,Cash,Holdings,Portfolio,Returns,Cum_Returns,Cum_Max,Drawdown
2024-10-28,15.280,15.540,14.600,14.900,103636818,1555627295.000,,,,,14.9,14.9,0.0,0.0,0.0,,,0,0,100000.0,0.0,100000.0,,,,
2024-10-29,14.980,15.400,14.800,14.860,77938595,1169635782.000,,,,,14.893846153846154,14.897037037037038,-0.0031908831908840085,-0.0006381766381768017,-0.002552706552707207,,,-1,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-10-30,14.300,14.640,14.060,14.420,103166616,1482969366.000,,,,,14.82094674556213,14.86170096021948,-0.04075421465734941,-0.008661384242011324,-0.032092830415338086,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-10-31,14.300,14.480,13.600,13.660,161289109,2233296297.000,,,,,14.642339553937187,14.772686074277296,-0.13034652034010819,-0.0329984114616307,-0.09734810887847749,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-01,13.600,14.140,13.280,13.840,106413741,1464271510.000,14.336000000000002,,,,14.518902699485313,14.703598216923423,-0.18469551743810975,-0.06333783265692651,-0.12135768478118324,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-04,13.980,14.800,13.860,14.480,97741763,1414827637.000,14.252,,,,14.512917668795264,14.687035386040206,-0.17411771724494152,-0.08549380957452951,-0.088623907670412,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-05,14.180,15.120,14.140,14.980,92828080,1381723299.000,14.276,,,,14.584776488980609,14.708736468555745,-0.12395997957513671,-0.09318704357465095,-0.030772936000485765,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-06,14.940,15.040,14.280,14.540,81485264,1187060283.000,14.3,,,,14.577887798368208,14.696237470884949,-0.11834967251674122,-0.09821956936306901,-0.02013010315367221,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-07,14.140,14.800,13.760,14.340,111407286,1596985666.000,14.436000000000002,,,,14.541289675542329,14.669849510078656,-0.12855983453632724,-0.10428762239772066,-0.024272212138606586,,,0,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-08,14.600,15.500,14.600,14.740,110582767,1659263644.000,14.616,14.475999999999999,,,14.571860494689663,14.675045842665423,-0.10318534797576007,-0.10406716751332855,0.0008818195375684817,,,1,0,100000.0,0.0,100000.0,0.0,1.0,1.0,0.0
2024-11-11,14.400,14.720,14.260,14.600,54681578,793003934.000,14.639999999999997,14.445999999999998,,,14.576189649352791,14.669486891356874,-0.09329724200408229,-0.1019131824114793,0.008615940407397008,,,0,6944,6.4,99993.6,100000.0,0.0,1.0,1.0,0.0
2024-11-12,14.700,15.360,14.220,14.300,120254340,1770129981.000,14.504,14.39,,,14.533698934067747,14.642117491997105,-0.10841855792935817,-0.10321425751505509,-0.005204300414303087,,,-1,6944,6.4,102076.8,102083.2,0.02083199999999996,1.020832,1.020832,0.0
2024-11-13,13.980,14.120,13.280,14.040,100556770,1380262235.000,14.404,14.351999999999999,,,14.457745251903479,14.597516196293615,-0.13977094439013626,-0.11052559489007133,-0.029245349500064938,,,0,0,97083.52,0.0,97083.52,-0.04897652111219075,0.9708352,1.020832,4.897652111219079
2024-11-14,13.880,14.600,13.760,13.900,93229988,1315321993.000,14.315999999999999,14.376,,38.73873873873874,14.371938290072174,14.545848329901496,-0.1739100398293214,-0.12320248387792135,-0.05070755595140006,,,-1,0,97083.52,0.0,97083.52,0.0,0.9708352,1.020832,4.897652111219079
2024-11-15,13.800,13.860,12.500,13.180,173086957,2256629788.000,14.004,14.309999999999999,,33.33333333333333,14.18856316852261,14.444674379538421,-0.2561112110158117,-0.14978422930549942,-0.10632698171031227,,,0,0,97083.52,0.0,97083.52,0.0,0.9708352,1.020832,4.897652111219079
2024-11-18,13.220,14.060,13.140,13.760,98277036,1339914515.000,13.836000000000002,14.238,,40.35087719298246,14.122630373365284,14.39395775883187,-0.2713273854665861,-0.17409286053771678,-0.0972345249288693,,,0,0,97083.52,0.0,97083.52,0.0,0.9708352,1.020832,4.897652111219079
